truck_id,route_id,departure_date,estimated_arrival,delay
27274345,R-3bdbf899,2019-01-01 07:00:00,2019-01-01 16:24:36.000000000,0
19167358,R-6a1a2533,2019-01-01 07:00:00,2019-01-02 03:00:36.000000000,0
21716796,R-c061582f,2019-01-01 07:00:00,2019-01-01 19:22:48.000000000,0
10962127,R-3ba56a76,2019-01-01 07:00:00,2019-01-01 10:21:36.000000000,1
12642421,R-53fee30a,2019-01-01 07:00:00,2019-01-01 20:25:12.000000000,0
38811305,R-05ea2470,2019-01-01 07:00:00,2019-01-01 16:06:00.000000000,0
27121057,R-2dd42922,2019-01-01 07:00:00,2019-01-01 14:24:00.000000000,0
29906375,R-b3d53a8b,2019-01-01 07:00:00,2019-01-01 15:17:23.999999999,0
16560736,R-d9f80fa7,2019-01-01 07:00:00,2019-01-01 11:48:36.000000000,0
83302529,R-22882b50,2019-01-01 07:00:00,2019-01-01 19:54:36.000000000,0
18678032,R-0ab9671f,2019-01-01 07:00:00,2019-01-01 10:30:00.000000000,1
31120899,R-a8541811,2019-01-01 07:00:00,2019-01-01 12:00:00.000000000,0
10042923,R-d1a24665,2019-01-01 07:00:00,2019-01-01 19:49:48.000000000,1
28161729,R-246bd310,2019-01-01 07:00:00,2019-01-01 14:34:47.999999999,0
23236058,R-2e1178f3,2019-01-01 07:00:00,2019-01-02 00:34:47.999999999,1
58330582,R-bf6ee666,2019-01-01 07:00:00,2019-01-01 15:54:36.000000000,0
20558404,R-3030198f,2019-01-01 07:00:00,2019-01-01 22:52:12.000000000,0
27887726,R-914ed969,2019-01-01 07:00:00,2019-01-01 20:47:24.000000000,1
19112093,R-be2d2cc3,2019-01-01 07:00:00,2019-01-01 20:16:12.000000000,0
10747274,R-92f26285,2019-01-01 07:00:00,2019-01-01 12:15:00.000000000,0
24859831,R-5a873cd1,2019-01-01 07:00:00,2019-01-01 11:17:23.999999999,1
22786362,R-93bbd0a8,2019-01-01 07:00:00,2019-01-01 22:22:48.000000000,0
14915064,R-bb957223,2019-01-01 07:00:00,2019-01-01 16:50:24.000000000,0
12742295,R-ba0c5edb,2019-01-01 07:00:00,2019-01-01 15:46:48.000000000,0
14841519,R-3d4b637a,2019-01-01 07:00:00,2019-01-01 18:45:36.000000000,1
11191961,R-9d4ecda1,2019-01-01 07:00:00,2019-01-01 11:22:12.000000000,1
15561135,R-1fa30cf7,2019-01-01 07:00:00,2019-01-01 11:35:24.000000000,1
30423832,R-4eb1df2c,2019-01-01 07:00:00,2019-01-01 16:10:48.000000000,0
30973015,R-20f95619,2019-01-01 07:00:00,2019-01-01 14:50:24.000000000,0
20276394,R-356c037d,2019-01-01 07:00:00,2019-01-01 09:34:47.999999999,0
84769150,R-a31de8a4,2019-01-01 07:00:00,2019-01-02 00:25:48.000000000,0
57182671,R-de92a807,2019-01-01 07:00:00,2019-01-01 17:20:24.000000000,1
23898198,R-d9a44601,2019-01-01 07:00:00,2019-01-01 09:47:24.000000000,0
28331634,R-6b65c2e1,2019-01-01 07:00:00,2019-01-01 15:56:24.000000000,1
52057455,R-0b2bcff5,2019-01-01 07:00:00,2019-01-02 05:35:24.000000000,0
14732208,R-b608ac6d,2019-01-01 07:00:00,2019-01-02 04:54:36.000000000,1
29569473,R-54f525ba,2019-01-01 07:00:00,2019-01-02 04:15:00.000000000,0
26367553,R-09a88645,2019-01-01 07:00:00,2019-01-02 05:35:24.000000000,0
10234289,R-cff653f0,2019-01-01 07:00:00,2019-01-02 04:01:12.000000000,0
26768431,R-90d781e2,2019-01-01 07:00:00,2019-01-01 20:09:00.000000000,0
13439737,R-ce2d52d9,2019-01-01 07:00:00,2019-01-01 21:48:00.000000000,0
19486564,R-6cfb156e,2019-01-01 07:00:00,2019-01-02 04:45:00.000000000,0
12155785,R-476fc25f,2019-01-01 07:00:00,2019-01-01 16:52:12.000000000,0
25120714,R-4b5442fb,2019-01-01 07:00:00,2019-01-02 01:06:36.000000000,0
29791384,R-1a32157c,2019-01-01 07:00:00,2019-01-02 02:03:00.000000000,0
25536738,R-5dbcf5ae,2019-01-01 07:00:00,2019-01-02 05:08:24.000000000,1
17374677,R-ad451391,2019-01-01 07:00:00,2019-01-01 17:46:48.000000000,0
81243042,R-fd4a0eaf,2019-01-01 07:00:00,2019-01-02 03:16:12.000000000,0
31139762,R-38e5da24,2019-01-01 07:00:00,2019-01-02 06:25:12.000000000,0
90225505,R-f7b3c7f1,2019-01-01 07:00:00,2019-01-02 05:13:12.000000000,0
30567382,R-1c8b53e4,2019-01-01 07:00:00,2019-01-02 02:00:00.000000000,0
14541120,R-a0adca7e,2019-01-01 07:00:00,2019-01-01 22:22:48.000000000,0
24964335,R-7b9174b3,2019-01-01 07:00:00,2019-01-02 05:24:36.000000000,0
42486624,R-4bad2828,2019-01-01 07:00:00,2019-01-02 06:07:12.000000000,0
27061072,R-ecf7b01e,2019-01-01 07:00:00,2019-01-02 05:38:24.000000000,0
18850246,R-81806ca8,2019-01-01 07:00:00,2019-01-02 03:40:12.000000000,0
18895478,R-299ac2b6,2019-01-01 07:00:00,2019-01-02 00:02:24.000000000,0
12526607,R-d92c1aa1,2019-01-01 07:00:00,2019-01-01 07:45:36.000000000,0
15060086,R-6fe2078c,2019-01-01 07:00:00,2019-01-01 12:27:36.000000000,0
31295807,R-4f239e8b,2019-01-01 07:00:00,2019-01-02 04:45:00.000000000,0
11699550,R-38d1e82d,2019-01-01 07:00:00,2019-01-01 20:13:48.000000000,0
27677000,R-8d504c35,2019-01-01 07:00:00,2019-01-01 22:09:00.000000000,0
12137340,R-6ffd78df,2019-01-01 07:00:00,2019-01-01 15:52:48.000000000,1
22154304,R-5b41f973,2019-01-01 07:00:00,2019-01-01 15:20:24.000000000,0
32206692,R-d86173d8,2019-01-01 07:00:00,2019-01-02 01:04:12.000000000,0
24929825,R-a6c7b143,2019-01-01 07:00:00,2019-01-01 12:01:48.000000000,0
27188149,R-1a51696c,2019-01-01 07:00:00,2019-01-01 11:17:23.999999999,0
10390308,R-aab46144,2019-01-01 07:00:00,2019-01-01 10:50:24.000000000,0
63036432,R-2ca11a2b,2019-01-01 07:00:00,2019-01-01 10:42:36.000000000,1
23110145,R-c5f1f329,2019-01-01 07:00:00,2019-01-02 00:38:24.000000000,0
48597864,R-e885bc9e,2019-01-01 07:00:00,2019-01-01 15:07:48.000000000,1
24681381,R-5e925b04,2019-01-01 07:00:00,2019-01-01 08:19:12.000000000,0
22748353,R-89580831,2019-01-01 07:00:00,2019-01-02 00:34:11.999999999,0
20516509,R-010d7468,2019-01-01 07:00:00,2019-01-01 19:45:00.000000000,0
82942283,R-6927f13a,2019-01-01 07:00:00,2019-01-02 00:02:24.000000000,1
29121332,R-56f0b979,2019-01-01 07:00:00,2019-01-01 21:21:00.000000000,1
14046819,R-8b132770,2019-01-01 07:00:00,2019-01-02 03:22:12.000000000,0
32554054,R-25f4bbda,2019-01-01 07:00:00,2019-01-01 17:51:36.000000000,0
21001184,R-570667ca,2019-01-01 07:00:00,2019-01-01 15:04:12.000000000,1
23471751,R-c53701b3,2019-01-01 07:00:00,2019-01-01 09:40:48.000000000,0
14560694,R-4f95f6ba,2019-01-01 07:00:00,2019-01-01 08:31:48.000000000,0
59964723,R-9d373a0b,2019-01-01 07:00:00,2019-01-02 02:42:36.000000000,0
23736018,R-1469ebed,2019-01-01 07:00:00,2019-01-01 22:03:36.000000000,0
28006103,R-0e4c7a3e,2019-01-01 07:00:00,2019-01-01 20:33:00.000000000,0
81904066,R-ef1b4089,2019-01-01 07:00:00,2019-01-02 00:10:48.000000000,0
42092993,R-f8640cff,2019-01-01 07:00:00,2019-01-01 12:44:24.000000000,0
49158022,R-073654b1,2019-01-01 07:00:00,2019-01-01 08:34:47.999999999,0
27624262,R-67bc4206,2019-01-01 07:00:00,2019-01-01 18:10:12.000000000,1
29956808,R-ded40d71,2019-01-01 07:00:00,2019-01-01 10:31:12.000000000,0
95696710,R-83695b88,2019-01-01 07:00:00,2019-01-01 14:21:00.000000000,0
93257833,R-6f562265,2019-01-01 07:00:00,2019-01-02 00:08:24.000000000,0
28524845,R-fca783e0,2019-01-01 07:00:00,2019-01-01 12:16:48.000000000,1
29008685,R-c92bb5c6,2019-01-01 07:00:00,2019-01-01 11:10:12.000000000,0
13805911,R-b348ed51,2019-01-01 07:00:00,2019-01-01 20:46:48.000000000,0
78564988,R-13d078a8,2019-01-01 07:00:00,2019-01-01 16:24:36.000000000,0
30742689,R-4d893c04,2019-01-01 07:00:00,2019-01-01 20:13:48.000000000,0
12168173,R-f8956d04,2019-01-01 07:00:00,2019-01-02 04:33:00.000000000,0
33921946,R-f48e469c,2019-01-01 07:00:00,2019-01-01 13:16:48.000000000,1
17142878,R-2bb5f063,2019-01-01 07:00:00,2019-01-01 12:28:48.000000000,0
10633538,R-04ae9188,2019-01-01 07:00:00,2019-01-02 00:57:36.000000000,0
16959470,R-18e54bb4,2019-01-01 07:00:00,2019-01-01 18:48:00.000000000,1
78446029,R-f9c942a8,2019-01-01 07:00:00,2019-01-01 20:41:24.000000000,0
20724268,R-e3a6b473,2019-01-01 07:00:00,2019-01-01 21:06:36.000000000,0
25805634,R-a6ad6370,2019-01-01 07:00:00,2019-01-01 12:20:24.000000000,0
33201533,R-e58bb599,2019-01-01 07:00:00,2019-01-01 12:55:48.000000000,0
46115322,R-d492f430,2019-01-01 07:00:00,2019-01-01 20:30:36.000000000,0
21999423,R-65cfb635,2019-01-01 07:00:00,2019-01-01 12:16:12.000000000,0
26872264,R-c449c7d0,2019-01-01 07:00:00,2019-01-01 11:57:00.000000000,0
27261804,R-86eb239c,2019-01-01 07:00:00,2019-01-01 16:33:36.000000000,0
23138031,R-fb693c2a,2019-01-01 07:00:00,2019-01-01 14:22:12.000000000,0
98614931,R-b9c85175,2019-01-01 07:00:00,2019-01-02 06:07:12.000000000,0
20260455,R-fe016941,2019-01-01 07:00:00,2019-01-02 01:39:00.000000000,0
18663378,R-e080ba16,2019-01-01 07:00:00,2019-01-01 21:15:36.000000000,0
84718593,R-ff888ed5,2019-01-01 07:00:00,2019-01-01 18:42:00.000000000,0
33546317,R-950b2259,2019-01-01 07:00:00,2019-01-01 13:34:47.999999999,1
43346401,R-a19985d2,2019-01-01 07:00:00,2019-01-01 12:47:24.000000000,0
12240406,R-ccdb6f4e,2019-01-01 07:00:00,2019-01-01 10:09:00.000000000,0
26753518,R-941df974,2019-01-01 07:00:00,2019-01-01 15:48:00.000000000,0
29349534,R-71583e8a,2019-01-01 07:00:00,2019-01-01 14:37:12.000000000,1
61926000,R-28347962,2019-01-01 07:00:00,2019-01-01 20:12:00.000000000,1
29378614,R-a4b1265c,2019-01-01 07:00:00,2019-01-02 00:28:12.000000000,1
19970766,R-5bca940d,2019-01-01 07:00:00,2019-01-01 20:17:23.999999999,1
22126955,R-53494ffa,2019-01-01 07:00:00,2019-01-01 13:50:24.000000000,0
32516697,R-d568a5f2,2019-01-01 07:00:00,2019-01-02 01:29:24.000000000,0
14902476,R-7bcff0d3,2019-01-01 07:00:00,2019-01-01 16:05:24.000000000,0
17036941,R-d56bde1b,2019-01-01 07:00:00,2019-01-01 21:34:11.999999999,1
40030230,R-a346d950,2019-01-01 07:00:00,2019-01-01 22:25:12.000000000,0
87277280,R-2f4c1e45,2019-01-01 07:00:00,2019-01-01 23:17:23.999999999,0
30630049,R-91da63c5,2019-01-01 07:00:00,2019-01-02 03:00:36.000000000,0
50064164,R-7b9271bd,2019-01-01 07:00:00,2019-01-01 16:52:12.000000000,0
18441286,R-3d43ebf8,2019-01-01 07:00:00,2019-01-01 22:09:00.000000000,1
24287743,R-92f11a2e,2019-01-01 07:00:00,2019-01-01 15:50:24.000000000,0
26375094,R-20e986ce,2019-01-01 07:00:00,2019-01-02 06:15:36.000000000,0
47488840,R-d1b27d8a,2019-01-01 07:00:00,2019-01-01 17:58:48.000000000,0
41713749,R-4bdb3bd0,2019-01-01 07:00:00,2019-01-02 00:17:23.999999999,1
98891327,R-4ad0ec8b,2019-01-01 07:00:00,2019-01-02 03:19:12.000000000,0
72777903,R-eb3ad4c1,2019-01-01 07:00:00,2019-01-01 22:22:12.000000000,0
26946012,R-899d9b94,2019-01-01 07:00:00,2019-01-01 22:31:48.000000000,0
99568033,R-ff8ce956,2019-01-01 07:00:00,2019-01-02 06:10:12.000000000,0
22913195,R-cf631f68,2019-01-01 07:00:00,2019-01-01 22:06:00.000000000,0
17692634,R-73f77646,2019-01-01 07:00:00,2019-01-01 23:32:24.000000000,0
26114011,R-a80abc38,2019-01-01 07:00:00,2019-01-01 16:18:00.000000000,0
28775989,R-1002feba,2019-01-01 07:00:00,2019-01-01 19:19:12.000000000,1
99047862,R-3df6a9cd,2019-01-01 07:00:00,2019-01-01 21:48:00.000000000,0
25800303,R-34f59601,2019-01-01 07:00:00,2019-01-01 23:40:48.000000000,0
25886492,R-15b5925d,2019-01-01 07:00:00,2019-01-02 03:45:00.000000000,1
15371035,R-d2df2fb9,2019-01-01 07:00:00,2019-01-01 22:28:48.000000000,0
33788665,R-924d839a,2019-01-01 07:00:00,2019-01-02 02:22:12.000000000,1
14720175,R-922e40f2,2019-01-01 07:00:00,2019-01-01 22:37:48.000000000,0
14654654,R-531f5aad,2019-01-01 07:00:00,2019-01-02 05:19:12.000000000,0
99981667,R-e9bf94ff,2019-01-01 07:00:00,2019-01-02 00:16:12.000000000,0
83629587,R-c9bd5880,2019-01-01 07:00:00,2019-01-01 16:52:12.000000000,0
19380767,R-dec30353,2019-01-01 07:00:00,2019-01-02 02:19:12.000000000,0
14698380,R-48ceacbe,2019-01-01 07:00:00,2019-01-01 15:39:36.000000000,0
80740040,R-ba7f18ea,2019-01-01 07:00:00,2019-01-02 06:33:00.000000000,0
22622421,R-62cf3297,2019-01-01 07:00:00,2019-01-01 19:22:48.000000000,0
10630400,R-4022d583,2019-01-01 07:00:00,2019-01-02 01:06:36.000000000,0
30302867,R-93d60987,2019-01-01 07:00:00,2019-01-01 15:52:48.000000000,0
18882093,R-1acdeb76,2019-01-01 07:00:00,2019-01-02 04:33:00.000000000,0
24806622,R-9238cbe5,2019-01-01 07:00:00,2019-01-01 15:50:24.000000000,0
39580514,R-6b656856,2019-01-01 07:00:00,2019-01-01 22:43:48.000000000,0
18910102,R-79441153,2019-01-01 07:00:00,2019-01-01 10:51:36.000000000,1
38324855,R-7892c8a5,2019-01-01 07:00:00,2019-01-01 19:37:12.000000000,0
15000219,R-74588068,2019-01-01 07:00:00,2019-01-01 18:10:48.000000000,1
10375958,R-3627952f,2019-01-01 07:00:00,2019-01-01 14:34:11.999999999,0
28641239,R-ec132f26,2019-01-01 07:00:00,2019-01-01 22:49:12.000000000,0
26768849,R-3718ca8d,2019-01-01 07:00:00,2019-01-01 15:10:48.000000000,0
41046509,R-2803a531,2019-01-01 07:00:00,2019-01-02 02:48:00.000000000,0
57783233,R-85779b5e,2019-01-01 07:00:00,2019-01-01 17:24:36.000000000,0
81874052,R-590d07d7,2019-01-01 07:00:00,2019-01-02 02:36:36.000000000,0
21111802,R-bfbffabd,2019-01-01 07:00:00,2019-01-01 09:15:36.000000000,0
22112064,R-e3526b37,2019-01-01 07:00:00,2019-01-01 18:32:24.000000000,0
12933975,R-bd18d373,2019-01-01 07:00:00,2019-01-01 14:17:23.999999999,1
18507407,R-0ed24cd6,2019-01-01 07:00:00,2019-01-01 17:15:00.000000000,0
22220018,R-e51c32bd,2019-01-01 07:00:00,2019-01-02 04:56:24.000000000,0
84896559,R-b1e8e9c8,2019-01-01 07:00:00,2019-01-02 04:09:00.000000000,1
16511798,R-0800a595,2019-01-01 07:00:00,2019-01-02 06:15:36.000000000,0
28921384,R-3dac8163,2019-01-01 07:00:00,2019-01-01 21:28:12.000000000,1
25155294,R-5f7269e5,2019-01-01 07:00:00,2019-01-01 15:25:12.000000000,0
41797401,R-bb0d5f70,2019-01-01 07:00:00,2019-01-01 17:34:11.999999999,0
68963717,R-43cdad5b,2019-01-01 07:00:00,2019-01-01 18:10:48.000000000,1
66265520,R-8df73d4e,2019-01-01 07:00:00,2019-01-01 21:54:36.000000000,0
11257008,R-6870c977,2019-01-01 07:00:00,2019-01-01 17:52:12.000000000,0
33171837,R-a93d4476,2019-01-01 07:00:00,2019-01-01 12:08:24.000000000,0
10048865,R-dd6ff7c1,2019-01-01 07:00:00,2019-01-01 19:36:00.000000000,1
30423343,R-d0e06cf2,2019-01-01 07:00:00,2019-01-01 16:02:24.000000000,0
45395833,R-30fb0047,2019-01-01 07:00:00,2019-01-01 10:21:36.000000000,0
14407628,R-44465e11,2019-01-01 07:00:00,2019-01-01 15:20:24.000000000,0
95491489,R-0db9d73f,2019-01-01 07:00:00,2019-01-01 13:16:48.000000000,1
26911166,R-0149242c,2019-01-01 07:00:00,2019-01-02 06:15:36.000000000,0
31403868,R-1a08406e,2019-01-01 07:00:00,2019-01-01 22:43:48.000000000,0
10784487,R-4ddb6c28,2019-01-01 07:00:00,2019-01-01 17:03:36.000000000,0
32772853,R-1d00410b,2019-01-01 07:00:00,2019-01-01 19:25:12.000000000,0
11232163,R-abf09406,2019-01-01 07:00:00,2019-01-01 15:54:36.000000000,1
21873226,R-c1cf4d40,2019-01-01 07:00:00,2019-01-01 17:19:12.000000000,0
63115903,R-7c0b57f4,2019-01-01 07:00:00,2019-01-01 15:09:36.000000000,1
76092602,R-d372b2ff,2019-01-01 07:00:00,2019-01-01 16:33:36.000000000,0
22458296,R-e4c16974,2019-01-01 07:00:00,2019-01-01 07:42:36.000000000,0
24236441,R-83203243,2019-01-01 07:00:00,2019-01-01 15:09:36.000000000,0
89718106,R-7a06fc15,2019-01-01 07:00:00,2019-01-01 16:28:48.000000000,0
12515055,R-6ca8dfef,2019-01-01 07:00:00,2019-01-01 11:24:36.000000000,1
40072775,R-36b7154a,2019-01-01 07:00:00,2019-01-02 03:22:48.000000000,1
61292553,R-41fb82a2,2019-01-01 07:00:00,2019-01-01 13:59:24.000000000,0
27867488,R-4df85ea2,2019-01-01 07:00:00,2019-01-01 19:30:36.000000000,0
21945481,R-967f065a,2019-01-01 07:00:00,2019-01-02 00:07:12.000000000,0
28713449,R-9f9c5d4f,2019-01-01 07:00:00,2019-01-01 22:31:12.000000000,0
28650047,R-8779af3b,2019-01-01 07:00:00,2019-01-01 15:34:11.999999999,1
10787409,R-2e199959,2019-01-01 07:00:00,2019-01-01 13:55:12.000000000,0
76949042,R-85997361,2019-01-01 07:00:00,2019-01-01 19:01:48.000000000,0
30137411,R-9ac999a7,2019-01-01 07:00:00,2019-01-01 13:43:12.000000000,0
11973768,R-e6a70c54,2019-01-01 07:00:00,2019-01-01 12:25:48.000000000,0
15302925,R-49c63127,2019-01-01 07:00:00,2019-01-01 16:01:48.000000000,0
27381592,R-373eec36,2019-01-01 07:00:00,2019-01-01 11:31:48.000000000,0
79540804,R-a6c9b6f3,2019-01-01 07:00:00,2019-01-01 14:46:48.000000000,1
12773858,R-80e4cf46,2019-01-01 07:00:00,2019-01-01 18:21:36.000000000,0
11098873,R-eba11085,2019-01-01 07:00:00,2019-01-01 16:51:36.000000000,0
44329842,R-c165d4fd,2019-01-01 07:00:00,2019-01-01 08:00:00.000000000,1
20409026,R-e74e3c8c,2019-01-01 07:00:00,2019-01-02 03:09:00.000000000,0
25670063,R-7171a317,2019-01-01 07:00:00,2019-01-01 20:28:48.000000000,0
86730900,R-066ee0f4,2019-01-01 07:00:00,2019-01-01 11:27:00.000000000,0
28973978,R-7430e046,2019-01-01 07:00:00,2019-01-02 01:41:24.000000000,0
21784492,R-7d24a7c1,2019-01-01 07:00:00,2019-01-01 20:25:12.000000000,0
29135433,R-53b3fa4a,2019-01-01 07:00:00,2019-01-02 01:04:12.000000000,0
46155960,R-5038c702,2019-01-01 07:00:00,2019-01-01 12:28:48.000000000,0
20792581,R-bd9f1afe,2019-01-01 07:00:00,2019-01-01 17:03:36.000000000,0
31770381,R-3cc18593,2019-01-01 07:00:00,2019-01-02 05:27:36.000000000,0
33710423,R-9c8a69c0,2019-01-01 07:00:00,2019-01-02 00:09:36.000000000,1
77945069,R-8eabc8ee,2019-01-01 07:00:00,2019-01-02 02:00:00.000000000,0
28641704,R-7c518556,2019-01-01 07:00:00,2019-01-02 01:12:36.000000000,0
75281181,R-05c9e7ce,2019-01-01 07:00:00,2019-01-01 07:40:48.000000000,0
11189150,R-f907c9b2,2019-01-01 07:00:00,2019-01-01 17:03:00.000000000,0
31874571,R-aec135f8,2019-01-01 07:00:00,2019-01-02 01:06:36.000000000,0
39847672,R-9d03a960,2019-01-01 07:00:00,2019-01-01 07:43:12.000000000,0
29780011,R-3c70b3d8,2019-01-01 07:00:00,2019-01-01 13:13:48.000000000,0
23826257,R-1e49a895,2019-01-01 07:00:00,2019-01-01 16:18:00.000000000,0
14625993,R-8b89f278,2019-01-01 07:00:00,2019-01-01 09:31:48.000000000,0
27772723,R-4c68ff74,2019-01-01 07:00:00,2019-01-02 01:37:12.000000000,0
28978466,R-3bdcc05d,2019-01-01 07:00:00,2019-01-01 23:33:00.000000000,0
16668142,R-5104f307,2019-01-01 07:00:00,2019-01-01 09:27:00.000000000,0
30822651,R-003c7a81,2019-01-01 07:00:00,2019-01-01 11:45:36.000000000,0
77757333,R-07fcc10e,2019-01-01 07:00:00,2019-01-01 11:38:24.000000000,0
22811669,R-fe6d6bb4,2019-01-01 07:00:00,2019-01-01 13:21:36.000000000,0
14370115,R-a770f1fc,2019-01-01 07:00:00,2019-01-01 19:46:48.000000000,0
22171671,R-58b26646,2019-01-01 07:00:00,2019-01-02 00:45:00.000000000,0
27086559,R-3156d2b2,2019-01-01 07:00:00,2019-01-02 02:45:36.000000000,1
13631150,R-0225d21a,2019-01-01 07:00:00,2019-01-02 01:35:24.000000000,0
26874710,R-21e70514,2019-01-01 07:00:00,2019-01-01 17:56:24.000000000,0
22209237,R-78fd2e4e,2019-01-01 07:00:00,2019-01-02 06:19:48.000000000,0
15048376,R-ef208446,2019-01-01 07:00:00,2019-01-01 20:54:00.000000000,0
10366123,R-7ee42348,2019-01-01 07:00:00,2019-01-01 11:48:00.000000000,1
16618542,R-4e8c28fd,2019-01-01 07:00:00,2019-01-01 16:06:00.000000000,0
35580954,R-8d7fcaf1,2019-01-01 07:00:00,2019-01-02 02:03:00.000000000,0
21243568,R-5efde222,2019-01-01 07:00:00,2019-01-01 12:01:48.000000000,0
11889158,R-4e89d9c6,2019-01-01 07:00:00,2019-01-02 00:57:36.000000000,0
33677790,R-c2a84e2f,2019-01-01 07:00:00,2019-01-01 17:58:48.000000000,1
53208128,R-a5ea1eb3,2019-01-01 07:00:00,2019-01-01 10:51:36.000000000,1
75452905,R-896ca340,2019-01-01 07:00:00,2019-01-01 19:25:12.000000000,0
17464939,R-ef48fb50,2019-01-01 07:00:00,2019-01-02 05:27:36.000000000,0
11968468,R-285ba053,2019-01-01 07:00:00,2019-01-01 15:48:36.000000000,0
18855810,R-745d907e,2019-01-01 07:00:00,2019-01-01 14:29:24.000000000,0
