city_id,date,hour,temp,wind_speed,description,precip,humidity,visibility,pressure,chanceofrain,chanceoffog,chanceofsnow,chanceofthunder
C-927ceb5e,2019-01-02,800,21,4,Overcast,0.0,66,6,1025,0,0,0,0
C-927ceb5e,2019-01-02,900,23,4,Overcast,0.0,61,6,1024,0,0,0,0
C-927ceb5e,2019-01-02,1000,25,5,Overcast,0.0,60,6,1023,0,0,0,0
C-927ceb5e,2019-01-02,1100,27,6,Partly cloudy,0.0,58,6,1022,0,0,0,0
C-927ceb5e,2019-01-02,1200,28,6,Partly cloudy,0.0,57,6,1021,0,0,0,0
C-927ceb5e,2019-01-02,1300,28,7,Partly cloudy,0.0,56,6,1020,0,0,0,0
C-927ceb5e,2019-01-02,1400,28,7,Sunny,0.0,56,6,1019,0,0,0,0
C-927ceb5e,2019-01-02,1500,28,7,Sunny,0.0,55,6,1019,0,0,0,0
C-927ceb5e,2019-01-02,1600,28,6,Sunny,0.0,57,6,1019,0,0,0,0
C-927ceb5e,2019-01-02,1700,28,5,Sunny,0.0,58,6,1019,0,0,0,0
C-927ceb5e,2019-01-02,1800,27,4,Clear,0.0,59,6,1019,0,0,0,0
C-927ceb5e,2019-01-02,1900,27,4,Clear,0.0,60,6,1019,0,0,0,0
C-927ceb5e,2019-01-02,2000,27,3,Clear,0.0,60,6,1019,0,0,0,0
C-927ceb5e,2019-01-02,2100,27,3,Clear,0.0,61,6,1019,0,0,0,0
C-927ceb5e,2019-01-02,2200,27,2,Clear,0.0,62,6,1019,0,0,0,0
C-927ceb5e,2019-01-02,2300,27,2,Clear,0.0,63,6,1019,0,0,0,0
C-927ceb5e,2019-01-03,0,27,2,Clear,0.0,65,6,1019,0,0,0,0
C-927ceb5e,2019-01-03,100,27,2,Clear,0.0,66,6,1019,0,0,0,0
C-927ceb5e,2019-01-03,200,27,2,Clear,0.0,66,6,1019,0,0,0,0
C-927ceb5e,2019-01-03,300,27,3,Clear,0.0,67,6,1019,0,0,0,0
C-927ceb5e,2019-01-03,400,27,2,Clear,0.0,67,6,1019,0,0,0,0
C-927ceb5e,2019-01-03,500,27,2,Clear,0.0,67,6,1019,0,0,0,0
C-927ceb5e,2019-01-03,600,27,1,Sunny,0.0,68,6,1019,0,0,0,0
C-927ceb5e,2019-01-03,700,27,3,Sunny,0.0,66,6,1018,0,0,0,0
C-927ceb5e,2019-01-03,800,28,4,Sunny,0.0,65,6,1018,0,0,0,0
C-927ceb5e,2019-01-03,900,28,6,Sunny,0.0,63,6,1018,0,0,0,0
C-927ceb5e,2019-01-03,1000,32,7,Sunny,0.0,59,6,1017,0,0,0,0
C-927ceb5e,2019-01-03,1100,36,8,Sunny,0.0,54,6,1017,0,0,0,0
C-927ceb5e,2019-01-03,1200,37,9,Sunny,0.0,50,6,1017,0,0,0,0
C-927ceb5e,2019-01-03,1300,39,9,Sunny,0.0,51,6,1016,0,0,0,0
C-927ceb5e,2019-01-03,1400,41,8,Sunny,0.0,52,6,1015,0,0,0,0
C-927ceb5e,2019-01-03,1500,41,8,Sunny,0.0,54,6,1014,0,0,0,0
C-927ceb5e,2019-01-03,1600,39,7,Sunny,0.0,59,6,1014,0,0,0,0
C-927ceb5e,2019-01-03,1700,37,7,Sunny,0.0,65,6,1015,0,0,0,0
C-927ceb5e,2019-01-03,1800,36,7,Clear,0.0,70,6,1015,0,0,0,0
C-927ceb5e,2019-01-03,1900,36,6,Clear,0.0,71,6,1015,0,0,0,0
C-927ceb5e,2019-01-03,2000,34,5,Clear,0.0,72,6,1015,0,0,0,0
C-927ceb5e,2019-01-03,2100,34,4,Clear,0.0,73,6,1014,0,0,0,0
C-927ceb5e,2019-01-03,2200,34,2,Clear,0.0,75,6,1014,0,0,0,0
C-927ceb5e,2019-01-03,2300,34,2,Clear,0.0,76,6,1014,0,0,0,0
C-927ceb5e,2019-01-04,0,34,1,Clear,0.0,77,6,1014,0,0,0,0
C-927ceb5e,2019-01-04,100,34,1,Clear,0.0,78,6,1013,0,0,0,0
C-927ceb5e,2019-01-04,200,34,1,Clear,0.0,79,6,1012,0,0,0,0
C-927ceb5e,2019-01-04,300,34,1,Clear,0.0,79,6,1012,0,0,0,0
C-927ceb5e,2019-01-04,400,32,1,Clear,0.0,79,6,1012,0,0,0,0
C-927ceb5e,2019-01-04,500,32,1,Clear,0.0,79,6,1011,0,0,0,0
C-927ceb5e,2019-01-04,600,32,0,Sunny,0.0,79,6,1011,0,0,0,0
C-927ceb5e,2019-01-04,700,34,2,Sunny,0.0,76,6,1011,0,0,0,0
C-927ceb5e,2019-01-04,800,34,4,Sunny,0.0,74,6,1011,0,0,0,0
C-927ceb5e,2019-01-04,900,36,6,Sunny,0.0,72,6,1011,0,0,0,0
C-927ceb5e,2019-01-04,1000,37,6,Sunny,0.0,69,6,1010,0,0,0,0
C-927ceb5e,2019-01-04,1100,39,6,Sunny,0.0,65,6,1010,0,0,0,0
C-927ceb5e,2019-01-04,1200,43,7,Sunny,0.0,61,6,1010,0,0,0,0
C-927ceb5e,2019-01-04,1300,43,7,Sunny,0.0,66,6,1009,0,0,0,0
C-927ceb5e,2019-01-04,1400,43,8,Sunny,0.0,70,6,1008,0,0,0,0
C-927ceb5e,2019-01-04,1500,43,9,Sunny,0.0,75,6,1008,0,0,0,0
C-927ceb5e,2019-01-04,1600,41,9,Sunny,0.0,78,6,1008,0,0,0,0
C-927ceb5e,2019-01-04,1700,39,9,Sunny,0.0,81,6,1009,0,0,0,0
C-927ceb5e,2019-01-04,1800,36,8,Clear,0.0,84,6,1009,0,0,0,0
C-927ceb5e,2019-01-04,1900,36,6,Clear,0.0,84,6,1010,0,0,0,0
C-927ceb5e,2019-01-04,2000,36,5,Clear,0.0,84,6,1010,0,0,0,0
C-927ceb5e,2019-01-04,2100,36,3,Clear,0.0,84,6,1010,0,0,0,0
C-927ceb5e,2019-01-04,2200,36,2,Clear,0.0,85,6,1010,0,0,0,0
C-927ceb5e,2019-01-04,2300,36,2,Clear,0.0,85,6,1010,0,0,0,0
C-927ceb5e,2019-01-05,0,36,1,Clear,0.0,85,6,1011,0,0,0,0
C-927ceb5e,2019-01-05,100,34,1,Clear,0.0,86,6,1011,0,0,0,0
C-927ceb5e,2019-01-05,200,34,1,Partly cloudy,0.0,86,6,1011,0,0,0,0
C-927ceb5e,2019-01-05,300,34,2,Partly cloudy,0.0,86,6,1011,0,0,0,0
C-927ceb5e,2019-01-05,400,34,2,Partly cloudy,0.0,86,6,1012,0,0,0,0
C-927ceb5e,2019-01-05,500,34,2,Clear,0.0,86,6,1012,0,0,0,0
C-927ceb5e,2019-01-05,600,34,2,Sunny,0.0,86,6,1013,0,0,0,0
C-927ceb5e,2019-01-05,700,36,4,Sunny,0.0,84,6,1013,0,0,0,0
C-927ceb5e,2019-01-05,800,36,6,Sunny,0.0,82,6,1013,0,0,0,0
C-927ceb5e,2019-01-05,900,37,8,Sunny,0.0,81,6,1013,0,0,0,0
C-927ceb5e,2019-01-05,1000,41,9,Sunny,0.0,76,6,1013,0,0,0,0
C-927ceb5e,2019-01-05,1100,45,9,Sunny,0.0,71,6,1013,0,0,0,0
C-927ceb5e,2019-01-05,1200,46,10,Sunny,0.0,67,6,1013,0,0,0,0
C-927ceb5e,2019-01-05,1300,48,10,Sunny,0.0,68,6,1014,0,0,0,0
C-927ceb5e,2019-01-05,1400,48,10,Sunny,0.0,70,6,1014,0,0,0,0
C-927ceb5e,2019-01-05,1500,50,10,Sunny,0.0,71,6,1014,0,0,0,0
C-927ceb5e,2019-01-05,1600,46,9,Sunny,0.0,75,6,1015,0,0,0,0
C-927ceb5e,2019-01-05,1700,45,7,Sunny,0.0,79,6,1016,0,0,0,0
C-927ceb5e,2019-01-05,1800,41,7,Clear,0.0,83,6,1017,0,0,0,0
C-927ceb5e,2019-01-05,1900,41,6,Clear,0.0,84,6,1017,0,0,0,0
C-927ceb5e,2019-01-05,2000,39,4,Clear,0.0,85,6,1018,0,0,0,0
C-927ceb5e,2019-01-05,2100,39,4,Clear,0.0,85,6,1018,0,0,0,0
C-927ceb5e,2019-01-05,2200,37,3,Clear,0.0,86,6,1019,0,0,0,0
C-927ceb5e,2019-01-05,2300,37,3,Clear,0.0,87,6,1019,0,0,0,0
C-927ceb5e,2019-01-06,0,36,3,Clear,0.0,88,6,1020,0,0,0,0
C-927ceb5e,2019-01-06,100,32,3,Clear,0.0,89,6,1020,0,0,0,0
C-927ceb5e,2019-01-06,200,30,3,Partly cloudy,0.0,90,6,1020,0,0,0,0
C-927ceb5e,2019-01-06,300,27,4,Partly cloudy,0.0,91,6,1020,0,0,0,0
C-927ceb5e,2019-01-06,400,27,4,Partly cloudy,0.0,91,6,1020,0,0,0,0
C-927ceb5e,2019-01-06,500,27,5,Partly cloudy,0.0,91,6,1020,0,0,0,0
C-927ceb5e,2019-01-06,600,27,6,Partly cloudy,0.0,91,6,1020,0,0,0,0
C-927ceb5e,2019-01-06,700,30,7,Partly cloudy,0.0,90,6,1020,0,0,0,0
C-927ceb5e,2019-01-06,800,34,7,Overcast,0.0,88,6,1021,0,0,0,0
C-927ceb5e,2019-01-06,900,36,9,Overcast,0.0,87,6,1021,0,0,0,0
C-927ceb5e,2019-01-06,1000,37,9,Overcast,0.0,84,6,1021,0,0,0,0
C-927ceb5e,2019-01-06,1100,39,9,Overcast,0.0,80,6,1021,0,0,0,0
C-927ceb5e,2019-01-06,1200,41,9,Overcast,0.0,77,6,1020,0,0,0,0
C-927ceb5e,2019-01-06,1300,41,9,Overcast,0.0,77,6,1019,0,0,0,0
C-927ceb5e,2019-01-06,1400,41,8,Overcast,0.0,76,6,1018,0,0,0,0
C-927ceb5e,2019-01-06,1500,43,8,Overcast,0.0,75,6,1017,0,0,0,0
C-927ceb5e,2019-01-06,1600,41,7,Overcast,0.0,77,6,1016,0,0,0,0
C-927ceb5e,2019-01-06,1700,41,7,Overcast,0.0,78,6,1016,0,0,0,0
C-927ceb5e,2019-01-06,1800,41,6,Overcast,0.0,80,6,1015,0,0,0,0
C-927ceb5e,2019-01-06,1900,41,6,Overcast,0.0,81,4,1014,0,0,0,0
C-927ceb5e,2019-01-06,2000,41,6,Light drizzle,0.0,83,3,1013,0,0,0,0
C-927ceb5e,2019-01-06,2100,43,6,Light drizzle,0.0,84,1,1012,0,0,0,0
C-927ceb5e,2019-01-06,2200,43,6,Light drizzle,0.0,87,2,1011,0,0,0,0
C-927ceb5e,2019-01-06,2300,45,6,Moderate rain,0.1,89,3,1010,0,0,0,0
C-927ceb5e,2019-01-07,0,46,5,Moderate rain,0.1,92,4,1009,0,0,0,0
C-927ceb5e,2019-01-07,100,46,5,Moderate rain,0.1,91,4,1008,0,0,0,0
C-927ceb5e,2019-01-07,200,46,4,Moderate rain,0.1,91,4,1007,0,0,0,0
C-927ceb5e,2019-01-07,300,48,4,Moderate rain,0.1,91,4,1006,0,0,0,0
C-927ceb5e,2019-01-07,400,48,6,Moderate rain,0.0,92,4,1005,0,0,0,0
C-927ceb5e,2019-01-07,500,48,7,Heavy rain,0.1,93,4,1004,0,0,0,0
C-927ceb5e,2019-01-07,600,50,9,Heavy rain,0.2,94,3,1003,0,0,0,0
C-927ceb5e,2019-01-07,700,50,11,Heavy rain,0.1,93,4,1002,0,0,0,0
C-927ceb5e,2019-01-07,800,50,11,Moderate rain,0.0,93,4,1001,0,0,0,0
C-927ceb5e,2019-01-07,900,52,12,Moderate rain,0.1,92,4,1001,0,0,0,0
C-927ceb5e,2019-01-07,1000,52,14,Moderate rain,0.0,91,4,1001,0,0,0,0
C-927ceb5e,2019-01-07,1100,52,16,Moderate rain at times,0.1,90,5,1001,0,0,0,0
C-927ceb5e,2019-01-07,1200,52,17,Moderate rain at times,0.1,89,5,1001,0,0,0,0
C-927ceb5e,2019-01-07,1300,52,16,Moderate rain at times,0.0,81,6,1002,0,0,0,0
C-927ceb5e,2019-01-07,1400,52,14,Sunny,0.0,73,6,1003,0,0,0,0
C-927ceb5e,2019-01-07,1500,50,12,Sunny,0.0,66,6,1004,0,0,0,0
C-927ceb5e,2019-01-07,1600,48,11,Sunny,0.0,71,6,1005,0,0,0,0
C-927ceb5e,2019-01-07,1700,46,10,Sunny,0.0,76,6,1007,0,0,0,0
C-927ceb5e,2019-01-07,1800,45,9,Clear,0.0,81,6,1008,0,0,0,0
C-927ceb5e,2019-01-07,1900,43,7,Clear,0.0,82,6,1008,0,0,0,0
C-927ceb5e,2019-01-07,2000,43,6,Partly cloudy,0.0,82,6,1009,0,0,0,0
C-927ceb5e,2019-01-07,2100,43,5,Partly cloudy,0.0,83,6,1009,0,0,0,0
C-927ceb5e,2019-01-07,2200,43,4,Partly cloudy,0.0,83,6,1009,0,0,0,0
C-927ceb5e,2019-01-07,2300,43,2,Overcast,0.0,84,6,1009,0,0,0,0
C-927ceb5e,2019-01-08,0,43,1,Overcast,0.0,84,6,1009,0,0,0,0
C-927ceb5e,2019-01-08,100,41,2,Overcast,0.0,84,6,1009,0,0,0,0
C-927ceb5e,2019-01-08,200,41,3,Partly cloudy,0.0,84,6,1009,0,0,0,0
C-927ceb5e,2019-01-08,300,41,4,Partly cloudy,0.0,85,6,1008,0,0,0,0
C-927ceb5e,2019-01-08,400,41,7,Partly cloudy,0.0,82,6,1009,0,0,0,0
C-927ceb5e,2019-01-08,500,41,9,Clear,0.0,79,6,1009,0,0,0,0
C-927ceb5e,2019-01-08,600,41,12,Sunny,0.0,77,6,1010,0,0,0,0
C-927ceb5e,2019-01-08,700,41,12,Sunny,0.0,74,6,1011,0,0,0,0
C-927ceb5e,2019-01-08,800,41,11,Sunny,0.0,71,6,1013,0,0,0,0
C-927ceb5e,2019-01-08,900,39,11,Sunny,0.0,68,6,1014,0,0,0,0
C-927ceb5e,2019-01-08,1000,41,12,Sunny,0.0,61,6,1015,0,0,0,0
C-927ceb5e,2019-01-08,1100,41,14,Sunny,0.0,54,6,1016,0,0,0,0
C-927ceb5e,2019-01-08,1200,43,15,Sunny,0.0,47,6,1017,0,0,0,0
C-927ceb5e,2019-01-08,1300,43,16,Sunny,0.0,45,6,1017,0,0,0,0
C-927ceb5e,2019-01-08,1400,43,16,Sunny,0.0,42,6,1017,0,0,0,0
C-927ceb5e,2019-01-08,1500,45,17,Sunny,0.0,40,6,1017,0,0,0,0
C-927ceb5e,2019-01-08,1600,41,16,Sunny,0.0,43,6,1019,0,0,0,0
C-927ceb5e,2019-01-08,1700,39,14,Sunny,0.0,46,6,1020,0,0,0,0
C-927ceb5e,2019-01-08,1800,36,14,Clear,0.0,50,6,1021,0,0,0,0
C-927ceb5e,2019-01-08,1900,34,11,Clear,0.0,49,6,1022,0,0,0,0
C-927ceb5e,2019-01-08,2000,32,9,Clear,0.0,49,6,1023,0,0,0,0
C-927ceb5e,2019-01-08,2100,28,7,Clear,0.0,49,6,1024,0,0,0,0
C-927ceb5e,2019-01-08,2200,28,8,Clear,0.0,49,6,1024,0,0,0,0
C-927ceb5e,2019-01-08,2300,28,9,Clear,0.0,48,6,1025,0,0,0,0
C-927ceb5e,2019-01-09,0,27,11,Clear,0.0,48,6,1026,0,0,0,0
C-927ceb5e,2019-01-09,100,27,12,Clear,0.0,47,6,1026,0,0,0,0
C-927ceb5e,2019-01-09,200,25,14,Clear,0.0,47,6,1027,0,0,0,0
C-927ceb5e,2019-01-09,300,25,16,Clear,0.0,46,6,1027,0,0,0,0
C-927ceb5e,2019-01-09,400,23,17,Clear,0.0,46,6,1028,0,0,0,0
C-927ceb5e,2019-01-09,500,23,18,Clear,0.0,46,6,1028,0,0,0,0
C-927ceb5e,2019-01-09,600,23,19,Sunny,0.0,46,6,1029,0,0,0,0
C-927ceb5e,2019-01-09,700,21,17,Sunny,0.0,45,6,1029,0,0,0,0
C-927ceb5e,2019-01-09,800,19,16,Sunny,0.0,44,6,1030,0,0,0,0
C-927ceb5e,2019-01-09,900,18,14,Sunny,0.0,43,6,1031,0,0,0,0
C-927ceb5e,2019-01-09,1000,19,14,Sunny,0.0,41,6,1031,0,0,0,0
C-927ceb5e,2019-01-09,1100,21,14,Sunny,0.0,39,6,1031,0,0,0,0
C-927ceb5e,2019-01-09,1200,21,14,Sunny,0.0,37,6,1032,0,0,0,0
C-927ceb5e,2019-01-09,1300,21,14,Sunny,0.0,37,6,1032,0,0,0,0
C-927ceb5e,2019-01-09,1400,21,13,Sunny,0.0,37,6,1032,0,0,0,0
C-927ceb5e,2019-01-09,1500,23,12,Sunny,0.0,37,6,1032,0,0,0,0
C-927ceb5e,2019-01-09,1600,21,11,Sunny,0.0,38,6,1032,0,0,0,0
C-927ceb5e,2019-01-09,1700,21,10,Sunny,0.0,38,6,1032,0,0,0,0
C-927ceb5e,2019-01-09,1800,21,8,Clear,0.0,39,6,1032,0,0,0,0
C-927ceb5e,2019-01-09,1900,21,7,Clear,0.0,37,6,1032,0,0,0,0
C-927ceb5e,2019-01-09,2000,21,6,Partly cloudy,0.0,36,6,1032,0,0,0,0
C-927ceb5e,2019-01-09,2100,21,5,Partly cloudy,0.0,35,6,1033,0,0,0,0
C-927ceb5e,2019-01-09,2200,21,4,Partly cloudy,0.0,36,6,1032,0,0,0,0
C-927ceb5e,2019-01-09,2300,19,3,Clear,0.0,37,6,1032,0,0,0,0
C-927ceb5e,2019-01-10,0,19,2,Clear,0.0,38,6,1032,0,0,0,0
C-927ceb5e,2019-01-10,100,19,2,Clear,0.0,40,6,1032,0,0,0,0
C-927ceb5e,2019-01-10,200,19,2,Partly cloudy,0.0,42,6,1033,0,0,0,0
C-927ceb5e,2019-01-10,300,18,2,Partly cloudy,0.0,43,6,1033,0,0,0,0
C-927ceb5e,2019-01-10,400,18,2,Partly cloudy,0.0,45,6,1033,0,0,0,0
C-927ceb5e,2019-01-10,500,18,2,Partly cloudy,0.0,47,6,1033,0,0,0,0
C-927ceb5e,2019-01-10,600,18,3,Partly cloudy,0.0,49,6,1033,0,0,0,0
C-927ceb5e,2019-01-10,700,18,4,Partly cloudy,0.0,49,6,1033,0,0,0,0
C-927ceb5e,2019-01-10,800,18,4,Sunny,0.0,49,6,1033,0,0,0,0
C-927ceb5e,2019-01-10,900,18,5,Sunny,0.0,49,6,1033,0,0,0,0
C-927ceb5e,2019-01-10,1000,21,5,Sunny,0.0,46,6,1032,0,0,0,0
C-927ceb5e,2019-01-10,1100,23,5,Sunny,0.0,43,6,1032,0,0,0,0
C-927ceb5e,2019-01-10,1200,25,5,Sunny,0.0,40,6,1031,0,0,0,0
C-927ceb5e,2019-01-10,1300,25,6,Sunny,0.0,40,6,1031,0,0,0,0
C-927ceb5e,2019-01-10,1400,27,6,Sunny,0.0,40,6,1030,0,0,0,0
C-927ceb5e,2019-01-10,1500,27,6,Sunny,0.0,40,6,1029,0,0,0,0
C-927ceb5e,2019-01-10,1600,27,6,Sunny,0.0,42,6,1029,0,0,0,0
C-927ceb5e,2019-01-10,1700,25,6,Partly cloudy,0.0,45,6,1029,0,0,0,0
C-927ceb5e,2019-01-10,1800,23,5,Partly cloudy,0.0,48,6,1029,0,0,0,0
C-927ceb5e,2019-01-10,1900,23,5,Partly cloudy,0.0,49,6,1028,0,0,0,0
C-927ceb5e,2019-01-10,2000,23,5,Clear,0.0,51,6,1028,0,0,0,0
C-927ceb5e,2019-01-10,2100,23,5,Clear,0.0,52,6,1028,0,0,0,0
C-927ceb5e,2019-01-10,2200,23,5,Clear,0.0,53,6,1028,0,0,0,0
C-927ceb5e,2019-01-10,2300,23,4,Clear,0.0,55,6,1028,0,0,0,0
C-927ceb5e,2019-01-11,0,23,4,Clear,0.0,56,6,1027,0,0,0,0
C-927ceb5e,2019-01-11,100,23,4,Clear,0.0,57,6,1027,0,0,0,0
C-927ceb5e,2019-01-11,200,23,4,Clear,0.0,59,6,1027,0,0,0,0
C-927ceb5e,2019-01-11,300,23,3,Clear,0.0,60,6,1027,0,0,0,0
C-927ceb5e,2019-01-11,400,23,3,Clear,0.0,61,6,1027,0,0,0,0
C-927ceb5e,2019-01-11,500,23,4,Clear,0.0,61,6,1027,0,0,0,0
C-927ceb5e,2019-01-11,600,23,4,Sunny,0.0,62,6,1027,0,0,0,0
C-927ceb5e,2019-01-11,700,23,4,Sunny,0.0,61,6,1027,0,0,0,0
C-927ceb5e,2019-01-11,800,25,6,Partly cloudy,0.0,59,6,1027,0,0,0,0
C-927ceb5e,2019-01-11,900,25,6,Partly cloudy,0.0,58,6,1026,0,0,0,0
C-927ceb5e,2019-01-11,1000,27,7,Partly cloudy,0.0,55,6,1026,0,0,0,0
C-927ceb5e,2019-01-11,1100,28,9,Partly cloudy,0.0,52,6,1026,0,0,0,0
C-927ceb5e,2019-01-11,1200,30,9,Partly cloudy,0.0,48,6,1025,0,0,0,0
C-927ceb5e,2019-01-11,1300,30,9,Partly cloudy,0.0,49,6,1025,0,0,0,0
C-927ceb5e,2019-01-11,1400,32,9,Partly cloudy,0.0,49,6,1025,0,0,0,0
C-927ceb5e,2019-01-11,1500,32,9,Partly cloudy,0.0,50,6,1025,0,0,0,0
C-927ceb5e,2019-01-11,1600,30,8,Partly cloudy,0.0,53,6,1025,0,0,0,0
C-927ceb5e,2019-01-11,1700,30,7,Partly cloudy,0.0,56,6,1025,0,0,0,0
C-927ceb5e,2019-01-11,1800,28,6,Partly cloudy,0.0,59,6,1025,0,0,0,0
C-927ceb5e,2019-01-11,1900,28,5,Partly cloudy,0.0,62,6,1025,0,0,0,0
C-927ceb5e,2019-01-11,2000,28,4,Cloudy,0.0,64,6,1025,0,0,0,0
C-927ceb5e,2019-01-11,2100,28,4,Cloudy,0.0,66,6,1025,0,0,0,0
C-927ceb5e,2019-01-11,2200,28,4,Cloudy,0.0,73,4,1025,0,0,0,0
C-927ceb5e,2019-01-11,2300,28,3,Heavy snow,0.0,79,3,1025,0,0,0,0
C-927ceb5e,2019-01-12,0,27,3,Heavy snow,0.0,86,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,100,27,4,Heavy snow,0.0,88,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,200,27,4,Heavy snow,0.0,91,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,300,27,4,Heavy snow,0.0,93,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,400,27,4,Heavy snow,0.0,94,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,500,27,4,Heavy snow,0.1,94,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,600,27,4,Heavy snow,0.1,95,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,700,27,4,Heavy snow,0.0,95,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,800,28,4,Heavy snow,0.0,94,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,900,28,3,Heavy snow,0.0,94,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,1000,28,4,Heavy snow,0.0,94,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,1100,28,4,Heavy snow,0.1,94,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,1200,30,5,Heavy snow,0.1,94,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,1300,30,5,Heavy snow,0.0,94,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,1400,30,6,Heavy snow,0.0,94,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,1500,30,6,Heavy snow,0.0,93,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,1600,30,5,Heavy snow,0.0,93,1,1025,0,0,0,0
C-927ceb5e,2019-01-12,1700,30,4,Heavy snow,0.0,93,1,1026,0,0,0,0
C-927ceb5e,2019-01-12,1800,30,4,Heavy snow,0.1,92,1,1026,0,0,0,0
C-927ceb5e,2019-01-12,1900,30,4,Heavy snow,0.0,92,1,1027,0,0,0,0
C-927ceb5e,2019-01-12,2000,30,4,Heavy snow,0.0,92,1,1027,0,0,0,0
C-927ceb5e,2019-01-12,2100,28,4,Heavy snow,0.0,91,1,1028,0,0,0,0
C-927ceb5e,2019-01-12,2200,28,4,Heavy snow,0.0,91,1,1028,0,0,0,0
C-927ceb5e,2019-01-12,2300,28,4,Heavy snow,0.0,91,1,1028,0,0,0,0
C-927ceb5e,2019-01-13,0,28,4,Heavy snow,0.0,91,1,1028,0,0,0,0
C-927ceb5e,2019-01-13,100,28,5,Heavy snow,0.0,91,3,1028,0,0,0,0
C-927ceb5e,2019-01-13,200,27,5,Overcast,0.0,91,4,1029,0,0,0,0
C-927ceb5e,2019-01-13,300,27,6,Overcast,0.0,91,6,1029,0,0,0,0
C-927ceb5e,2019-01-13,400,27,6,Overcast,0.0,91,6,1030,0,0,0,0
C-927ceb5e,2019-01-13,500,27,6,Light snow,0.0,92,6,1030,0,0,0,0
